Vibration_X_RMS,Vibration_X_Peak,Vibration_Y_RMS,Vibration_Y_Peak,Vibration_Z_RMS,Vibration_Z_Peak,Acoustic_Emission_RMS,Penetration_Rate_Avg,Rotation_Speed_Avg,Feed_Pressure_Avg,Hydraulic_Pressure_Avg,Hydraulic_Return_Pressure_Avg,Hydraulic_Oil_Temp_Avg,Flow_Rate_Avg,Differential_Pressure_Filter_Avg,Oil_Particle_Count_Avg,Oil_Moisture_Avg,Oil_Viscosity_Avg,Tank_Level_End,Drive_Motor_Current_Avg,Motor_Winding_Temp_Avg,drill_bit_health,striker_bar_health,drill_rod_health,coupling_sleeve_health,hydraulic_seal_health,hydraulic_hose_health,filter_health,rul_hours,failure_type,rock_hardness,drill_hours_since_overhaul,hour_in_session,session_id,ambient_temp_C
3.18,7.91,3.89,10.9,3.11,7.29,1.85,0.99,47.4,71.0,182.3,12.75,56.2,86.8,1.67,241,201,43.7,83.9,58.7,69.4,0,1,0,0,0,0,1,396.4,none,3,505,505,0,25.7
3.21,7.9,3.85,10.33,3.11,6.95,1.91,0.99,46.8,70.3,182.0,14.6,59.8,90.2,1.66,249,189,44.4,83.9,58.5,68.3,0,1,0,0,0,0,1,395.4,none,3,506,506,0,25.8
3.18,8.02,4.0,10.48,3.17,7.08,1.86,0.99,46.0,72.9,176.0,13.84,61.3,90.7,1.83,259,205,44.6,83.8,58.3,70.3,0,1,0,0,0,0,1,394.4,none,3,507,507,0,26.0
3.34,7.9,3.84,11.06,3.07,7.03,1.86,0.97,48.6,69.0,175.5,13.64,57.8,91.7,1.8,241,194,44.2,83.8,59.4,71.4,0,1,0,0,0,0,1,393.4,none,3,508,508,0,26.1
3.44,7.52,3.79,9.97,3.17,7.36,1.96,1.0,47.9,71.4,177.3,14.05,60.5,93.7,1.75,244,204,43.9,83.7,56.2,71.6,0,1,0,0,0,0,1,392.4,none,3,509,509,0,26.1
3.44,8.64,3.78,10.97,3.26,7.28,1.83,1.01,46.7,71.5,193.2,12.96,59.6,95.5,1.77,247,200,46.1,83.7,57.6,70.4,0,1,0,0,0,0,1,391.4,none,3,510,510,0,26.2
3.28,8.42,3.99,10.7,3.16,7.33,1.95,1.01,46.9,70.2,188.6,13.37,58.3,92.6,1.86,258,210,43.6,83.7,60.0,73.1,0,1,0,0,0,0,1,390.4,none,3,511,511,0,26.1
3.42,8.59,4.1,11.13,3.25,7.24,1.81,0.99,49.0,71.6,194.0,13.62,57.1,91.1,1.74,257,202,45.2,83.7,57.6,71.2,0,1,0,0,0,0,1,389.4,none,3,512,512,0,25.8
3.26,8.24,4.05,10.32,3.28,7.22,1.87,0.99,46.5,76.9,172.3,14.97,59.8,92.4,1.8,237,203,44.0,83.6,61.3,71.1,0,1,0,0,0,0,1,388.4,none,3,513,513,0,25.7
3.3,7.98,4.0,10.51,3.19,7.33,1.92,0.95,49.6,75.3,186.5,13.24,57.1,89.8,1.76,258,206,44.9,83.6,58.0,65.5,0,1,0,0,0,0,1,387.4,none,3,514,514,0,25.8
3.23,8.06,4.0,10.76,3.35,7.3,1.87,1.0,48.1,75.5,189.0,12.76,59.1,90.4,1.87,255,195,43.3,83.5,59.4,71.3,0,1,0,0,0,0,1,386.4,none,3,515,515,0,26.0
3.21,8.27,3.8,10.54,3.31,7.41,1.95,1.0,48.5,74.1,182.8,13.63,58.1,91.1,1.77,237,206,44.1,83.5,57.3,70.7,0,1,0,0,0,0,1,385.4,none,3,516,516,0,26.2
3.36,8.12,4.33,10.77,3.28,7.32,1.9,0.99,48.5,74.5,176.6,14.96,59.5,88.4,1.71,231,201,43.6,83.5,61.6,70.2,0,1,0,0,0,0,1,384.4,none,3,517,517,0,26.3
3.27,8.4,4.06,11.42,3.14,7.47,1.85,0.96,48.7,74.1,181.0,13.63,62.2,91.6,1.81,255,188,44.6,83.4,59.9,71.5,0,1,0,0,0,0,1,383.4,none,3,518,518,0,26.6
3.31,8.58,4.12,11.1,3.3,7.39,1.93,0.99,45.9,74.6,174.7,13.68,60.7,89.3,1.75,249,210,43.5,83.4,57.9,71.4,0,1,0,0,0,0,1,382.4,none,3,519,519,0,26.7
3.32,8.17,3.99,10.78,3.2,7.46,1.85,1.0,47.9,72.0,182.7,13.46,58.8,90.2,1.85,247,193,42.5,83.4,61.9,68.9,0,1,0,0,0,0,1,381.4,none,3,520,520,0,26.6
3.36,8.25,4.16,10.65,3.17,6.76,1.86,1.02,45.1,75.7,180.4,14.68,59.2,89.9,1.79,255,204,44.9,83.3,60.1,71.0,0,1,0,0,0,0,1,380.4,none,3,521,521,0,26.6
3.39,8.41,3.85,11.27,3.17,7.41,1.87,0.95,46.2,70.7,193.9,13.07,59.0,91.2,1.7,247,209,43.4,83.3,58.3,66.6,0,1,0,0,0,0,1,379.4,none,3,522,522,0,26.5
3.27,8.27,4.08,11.1,3.12,7.59,1.9,1.02,47.0,73.4,189.0,14.49,58.3,87.4,1.79,252,198,44.2,83.3,57.9,71.6,0,1,0,0,0,0,1,378.4,none,3,523,523,0,26.6
3.38,8.42,3.93,10.94,3.17,7.64,2.05,0.98,47.1,74.2,185.6,12.85,58.2,90.0,1.76,244,201,45.0,83.2,58.8,71.0,0,1,0,0,0,0,1,377.4,none,3,524,524,0,26.4
3.62,8.25,4.12,11.27,3.29,7.32,1.91,0.96,47.7,75.5,183.5,14.18,57.2,90.4,1.76,275,208,43.0,83.2,59.6,70.2,0,1,0,0,0,0,1,376.4,none,3,525,525,0,26.2
3.3,8.35,4.04,11.0,3.43,7.19,1.98,0.99,48.4,71.9,184.7,12.68,59.8,91.6,1.75,260,209,44.3,83.2,56.0,68.4,0,1,0,0,0,0,1,375.4,none,3,526,526,0,26.4
3.46,8.9,3.89,10.9,3.24,7.38,1.9,0.99,48.1,74.6,184.8,15.09,57.0,89.9,1.81,257,194,44.2,83.1,52.6,67.3,0,1,0,0,0,0,1,374.4,none,3,527,527,0,26.3
3.37,8.55,4.2,11.83,3.28,7.47,2.06,0.97,48.7,72.8,181.3,14.62,58.0,90.5,1.87,248,214,44.3,83.0,56.3,69.8,0,1,0,0,0,0,1,373.4,none,3,528,528,0,26.4
3.36,8.69,4.13,11.31,3.25,7.22,2.01,0.97,46.5,70.8,172.7,14.83,60.9,89.7,1.85,237,218,43.7,83.0,56.5,70.0,0,1,0,0,0,0,1,372.4,none,3,529,529,0,26.5
3.54,8.68,3.97,11.05,3.2,7.2,1.98,0.99,48.1,74.0,181.2,13.42,58.5,85.5,1.92,254,214,43.9,83.0,61.4,68.8,0,1,0,0,0,0,1,371.4,none,3,530,530,0,26.7
3.61,9.3,4.17,11.77,3.23,7.08,1.98,0.97,46.1,76.4,183.1,14.06,61.7,90.7,1.77,268,207,41.1,82.9,55.6,71.6,0,1,0,0,0,0,1,370.4,none,3,531,531,0,26.9
3.48,8.69,4.08,11.08,3.12,7.54,1.88,0.94,45.0,72.3,184.1,14.22,59.7,89.8,1.83,267,201,44.0,82.9,61.4,68.9,0,1,0,0,0,0,1,369.4,none,3,532,532,0,27.2
3.22,8.76,4.07,11.3,3.42,7.61,1.89,0.96,49.3,74.0,172.7,12.96,59.4,91.6,1.82,243,203,43.6,82.8,60.4,72.4,0,1,0,0,0,0,1,368.4,none,3,533,533,0,27.4
3.43,8.95,4.2,11.37,3.34,6.96,1.94,0.97,47.3,74.4,171.2,14.72,59.2,89.7,1.97,254,212,44.1,82.8,59.2,69.2,0,1,0,0,0,0,1,367.4,none,3,534,534,0,27.4
3.59,8.58,4.26,11.8,3.35,7.53,1.94,0.99,49.4,76.1,181.3,14.47,59.8,93.5,1.77,270,226,44.2,82.7,57.9,71.5,0,1,0,0,0,0,1,366.4,none,3,535,535,0,27.5
3.5,8.66,4.41,11.56,3.47,7.36,2.06,0.98,45.3,72.7,191.5,13.39,57.3,84.2,1.92,268,231,44.6,82.7,58.2,69.1,0,1,0,0,0,0,1,365.4,none,3,536,536,0,27.2
3.39,9.1,4.15,11.77,3.36,7.47,2.04,0.98,47.3,73.9,190.7,14.46,61.2,86.7,1.89,269,213,43.8,82.6,57.5,74.0,0,1,0,0,0,0,1,364.4,none,3,537,537,0,27.5
3.49,8.44,4.12,11.52,3.35,7.57,1.97,0.98,48.2,77.3,187.0,14.69,55.0,86.6,1.97,258,213,45.0,82.6,59.1,72.2,0,1,0,0,0,0,1,363.4,none,3,538,538,0,27.7
3.58,8.7,4.09,10.94,3.31,7.44,2.03,1.0,48.3,72.0,181.6,15.2,58.5,90.7,1.96,251,212,45.0,82.5,57.0,70.6,0,1,0,0,0,0,1,362.4,none,3,539,539,0,27.5
3.53,8.72,4.23,11.25,3.39,7.88,2.06,1.0,47.4,72.7,181.4,14.28,57.1,87.0,1.78,268,208,44.3,82.4,57.1,67.0,0,1,0,0,0,0,1,361.4,none,3,540,540,0,27.4
3.58,8.73,4.4,11.34,3.35,7.92,1.95,0.98,46.0,68.4,180.7,15.36,58.2,86.6,1.93,238,225,46.4,82.4,58.1,71.4,0,1,0,0,0,0,1,360.4,none,3,541,541,0,27.5
3.44,8.93,4.23,11.77,3.29,7.58,1.86,0.97,48.6,75.7,173.3,14.73,58.1,91.1,1.92,265,202,44.8,82.3,55.7,70.9,0,1,0,0,0,0,1,359.4,none,3,542,542,0,27.4
3.71,8.88,4.15,11.59,3.4,7.48,1.98,0.98,47.2,72.0,183.5,13.4,59.7,90.7,1.96,268,211,43.5,82.2,59.0,70.6,0,1,0,0,0,0,1,358.4,none,3,543,543,0,27.3
3.36,8.9,4.38,11.88,3.45,7.78,2.12,0.97,45.8,70.3,184.4,14.58,60.5,90.0,1.9,266,209,44.1,82.2,58.6,70.2,0,1,0,0,0,0,1,357.4,none,3,544,544,0,27.0
3.43,8.72,4.25,11.75,3.35,7.7,1.89,1.0,45.7,75.5,186.1,14.43,60.4,93.2,1.85,273,206,42.9,82.2,60.8,69.0,0,1,0,0,0,0,1,356.4,none,3,545,545,0,27.2
3.52,8.65,4.0,11.73,3.41,7.17,2.04,0.99,48.2,71.8,186.3,13.86,59.9,91.7,2.01,249,200,44.2,82.2,60.4,72.3,0,1,0,0,0,0,1,355.4,none,3,546,546,0,27.2
3.53,8.31,4.17,11.99,3.39,7.36,2.02,0.98,47.9,74.4,188.8,14.48,61.3,89.8,1.95,278,200,43.4,82.1,58.7,71.7,0,1,0,0,0,0,1,354.4,none,3,547,547,0,27.2
3.56,8.98,4.24,12.41,3.33,7.42,2.04,1.0,45.0,71.4,191.8,14.61,59.4,91.5,1.82,271,201,43.3,82.0,62.8,69.5,0,1,0,0,0,0,1,353.4,none,3,548,548,0,27.0
3.66,8.61,4.3,11.44,3.68,7.36,1.97,0.97,49.6,73.1,181.3,15.67,61.1,90.6,1.89,240,201,44.0,82.0,59.5,70.5,0,1,0,0,0,0,1,352.4,none,3,549,549,0,27.0
3.51,8.64,4.4,12.47,3.21,7.42,2.01,1.01,49.0,78.2,172.9,15.64,60.0,88.4,1.97,257,213,43.3,82.0,58.0,69.2,0,1,0,0,0,0,1,351.4,none,3,550,550,0,26.8
3.53,9.23,4.19,11.8,3.22,8.06,2.09,0.94,46.3,73.6,184.6,15.12,60.5,86.9,2.13,263,210,43.6,81.9,62.8,69.4,0,1,0,0,0,0,1,350.4,none,3,551,551,0,26.9
3.57,8.86,4.27,12.0,3.52,7.74,2.03,1.0,46.7,74.0,180.9,15.05,59.1,85.7,1.89,270,218,43.0,81.9,58.8,71.2,0,1,0,0,0,0,1,349.4,none,3,552,552,0,26.7
3.57,9.22,4.41,12.49,3.48,8.11,2.06,1.0,49.4,70.4,180.9,15.21,58.7,85.5,2.06,273,212,43.3,81.8,57.3,69.2,0,1,0,0,0,0,1,348.4,none,3,553,553,0,26.7
3.45,9.1,4.21,12.3,3.44,7.61,1.93,0.97,46.6,72.8,185.3,13.88,59.9,90.5,2.04,271,212,43.3,81.8,59.8,69.5,0,1,0,0,0,0,1,347.4,none,3,554,554,0,26.6
3.61,9.02,4.42,12.18,3.4,7.74,2.23,0.9,47.8,74.4,195.0,14.24,56.3,89.5,1.98,258,208,43.2,81.8,59.2,69.0,0,1,0,0,0,0,1,259.5,none,4,555,555,0,26.5
3.66,9.47,4.5,12.75,3.44,8.09,2.13,0.89,47.0,72.9,187.0,15.05,60.0,94.3,1.93,269,201,44.6,81.7,59.0,72.4,0,1,0,0,0,0,1,258.5,none,4,556,556,0,26.6
3.56,9.6,4.51,12.66,3.65,7.95,2.26,0.93,45.8,75.5,174.5,14.56,58.5,89.8,1.98,264,219,43.6,81.7,63.3,70.2,0,1,0,0,0,0,1,257.5,none,4,557,557,0,26.8
3.7,9.17,4.35,12.18,3.53,7.98,2.23,0.88,48.3,76.0,182.9,14.66,59.2,90.6,1.97,274,219,43.8,81.6,59.3,72.2,0,1,0,0,0,0,1,256.5,none,4,558,558,0,26.8
3.92,9.19,4.45,11.97,3.66,8.04,2.3,0.92,48.4,76.5,177.6,14.16,58.0,92.7,2.03,273,206,42.9,81.6,58.5,72.4,0,1,0,0,0,0,1,255.5,none,4,559,559,0,26.6
3.54,9.84,4.57,12.11,3.51,8.3,2.21,0.88,48.1,74.4,185.8,15.22,60.5,90.2,1.99,254,203,43.6,81.6,61.9,71.1,0,1,0,0,0,0,1,254.5,none,4,560,560,0,26.3
3.88,9.41,4.39,12.67,3.55,8.04,2.2,0.9,47.9,74.2,184.1,14.13,56.7,89.6,2.02,281,206,44.7,81.6,58.8,67.1,0,1,0,0,0,0,1,253.5,none,4,561,561,0,26.1
3.7,9.43,4.32,12.53,3.52,7.94,2.2,0.9,48.2,74.3,186.6,15.0,58.8,88.9,1.98,287,216,42.9,81.5,62.9,72.1,0,1,0,0,0,0,1,252.5,none,4,562,562,0,26.2
3.72,9.87,4.59,12.58,3.73,7.99,2.17,0.9,46.3,74.9,184.0,14.31,56.6,89.2,1.96,278,238,43.8,81.4,60.7,70.5,0,1,0,0,0,0,1,251.5,none,4,563,563,0,26.3
3.82,9.13,4.42,12.6,3.57,8.09,2.26,0.91,48.2,77.3,182.1,16.74,60.7,91.8,2.01,276,217,45.6,81.4,57.1,68.3,0,1,0,0,0,0,1,250.5,none,4,564,564,0,26.2
3.73,9.38,4.84,12.81,3.52,8.07,2.29,0.88,45.1,79.1,183.3,15.28,60.0,87.7,2.08,258,213,43.7,81.3,59.8,68.7,0,1,0,0,0,0,1,249.5,none,4,565,565,0,26.3
3.91,9.74,4.71,11.97,3.53,8.39,2.33,0.87,48.7,77.8,184.6,14.86,61.4,86.4,2.04,263,209,45.5,81.3,55.7,70.7,0,1,0,0,0,0,1,248.5,none,4,566,566,0,26.3
4.06,9.63,4.38,13.32,3.51,8.3,2.33,0.9,46.7,79.8,179.6,14.83,61.3,89.9,1.99,276,222,42.8,81.3,62.3,68.5,0,1,0,0,0,0,1,247.5,none,4,567,567,0,26.2
3.66,9.55,4.33,12.46,3.47,8.49,2.19,0.89,45.8,75.9,176.6,15.81,60.5,87.0,2.06,274,215,42.3,81.2,58.0,68.3,0,1,0,0,0,0,1,246.5,none,4,568,568,0,26.1
3.71,9.69,4.67,12.37,3.56,8.33,2.33,0.88,48.3,74.8,189.9,14.16,60.3,91.5,2.11,271,228,44.0,81.2,62.8,70.3,0,1,0,0,0,0,1,245.5,none,4,569,569,0,26.2
3.72,9.52,4.62,13.55,3.36,8.12,2.26,0.93,46.9,74.1,182.2,15.15,59.2,87.0,2.11,282,198,42.5,81.2,55.1,71.4,0,1,0,0,0,0,1,244.5,none,4,570,570,0,26.0
3.79,9.73,4.74,13.65,3.55,7.91,2.17,0.9,45.2,77.1,189.7,14.37,57.8,92.5,2.03,262,214,44.9,81.1,58.5,70.5,0,1,0,0,0,0,1,243.5,none,4,571,571,0,26.0
3.53,9.76,4.72,13.0,3.59,8.55,2.27,0.89,45.5,75.4,178.9,15.23,60.5,88.3,2.0,284,212,43.3,81.1,61.9,71.8,0,1,0,0,0,0,1,242.5,none,4,572,572,0,25.8
3.9,9.84,4.92,13.12,3.57,7.95,2.31,0.88,47.2,79.1,183.2,14.43,59.1,88.2,2.12,270,219,44.2,81.0,60.8,70.5,0,1,0,0,0,0,1,241.5,none,4,573,573,0,25.9
3.82,9.73,4.6,12.43,3.7,8.27,2.33,0.92,46.3,81.0,172.6,14.27,59.4,90.4,2.1,279,203,43.6,80.9,58.2,73.3,0,1,0,0,0,0,1,240.5,none,4,574,574,0,25.9
3.82,9.51,4.62,12.59,3.73,7.94,2.28,0.88,45.9,77.0,178.4,15.61,59.8,86.5,2.05,276,220,43.4,80.8,61.3,69.8,0,1,0,0,0,0,1,239.5,none,4,575,575,0,26.0
3.75,9.94,4.78,12.3,3.75,8.07,2.32,0.92,49.4,75.5,179.9,14.68,59.9,88.2,2.14,287,201,45.5,80.8,61.9,68.7,0,1,0,0,0,0,1,238.5,none,4,576,576,0,25.8
3.7,9.68,4.81,13.21,3.53,8.45,2.22,0.88,46.1,75.4,188.4,15.78,61.4,91.2,2.18,273,211,43.4,80.7,58.5,71.6,0,1,0,0,0,0,1,237.5,none,4,577,577,0,25.7
3.79,9.11,4.77,13.25,3.62,8.25,2.33,0.89,49.4,76.5,183.2,14.71,56.6,87.2,2.03,302,217,43.4,80.6,62.5,72.1,0,1,0,0,0,0,1,236.5,none,4,578,578,0,25.8
3.86,9.77,5.07,12.86,3.44,8.68,2.42,0.92,46.1,75.9,193.3,16.69,62.1,88.2,1.95,272,212,42.7,80.6,61.6,68.8,0,1,0,0,0,0,1,235.5,none,4,579,579,0,25.5
1.68,3.5,1.5,3.06,2.02,4.0,1.02,0.89,49.4,77.4,177.2,7.68,53.5,96.9,0.5,120,144,45.3,88.1,60.6,67.7,0,0,0,0,0,0,0,1827.9,none,5,500,0,1,25.1
1.77,3.23,1.47,3.04,2.04,3.92,1.04,0.93,46.1,78.1,173.4,7.22,51.2,95.8,0.51,114,137,44.7,88.1,58.2,71.8,0,0,0,0,0,0,0,1891.6,none,5,501,1,1,25.0
1.66,3.56,1.59,3.0,2.02,3.92,0.99,0.95,48.3,72.7,180.6,7.77,51.2,97.7,0.45,128,146,45.8,88.1,59.0,67.9,0,0,0,0,0,0,0,1960.3,none,5,502,2,1,24.8
1.69,3.35,1.48,2.99,1.93,4.08,0.97,0.93,49.3,74.9,173.8,8.26,54.2,99.3,0.45,121,138,46.7,88.1,58.3,72.6,0,0,0,0,0,0,0,1826.8,none,5,503,3,1,25.1
1.72,3.23,1.47,3.1,2.03,3.97,0.97,0.93,48.1,79.5,172.8,7.05,54.6,101.0,0.5,126,142,45.2,88.1,60.1,71.4,0,0,0,0,0,0,0,1825.8,none,5,504,4,1,25.1
1.76,3.48,1.5,3.01,2.11,4.17,0.99,0.93,50.3,73.1,181.5,8.81,54.3,99.7,0.45,130,132,44.8,88.1,59.7,71.2,0,0,0,0,0,0,0,1820.6,none,5,505,5,1,25.3
1.74,3.43,1.53,3.12,1.97,3.97,1.04,0.9,45.9,77.8,178.1,8.82,55.0,95.2,0.45,125,142,46.1,88.1,58.6,70.3,0,0,0,0,0,0,0,1903.4,none,5,506,6,1,25.1
1.74,3.36,1.53,3.02,1.94,3.65,1.04,0.92,46.4,73.1,182.5,7.68,56.8,95.4,0.49,124,144,45.2,88.1,61.2,69.2,0,0,0,0,0,0,0,1924.4,none,5,507,7,1,25.3
1.74,3.59,1.49,2.87,2.08,4.17,1.02,0.9,47.7,78.0,171.3,8.37,53.2,91.9,0.46,122,137,46.5,88.1,61.2,70.5,0,0,0,0,0,0,0,1846.7,none,5,508,8,1,25.5
1.79,3.56,1.57,3.16,1.98,4.0,0.97,0.89,48.1,73.3,169.6,8.47,55.6,102.1,0.49,125,143,43.9,88.1,58.2,69.5,0,0,0,0,0,0,0,1882.6,none,5,509,9,1,25.5
1.77,3.4,1.53,3.14,2.04,4.1,1.01,0.95,47.6,72.4,174.4,7.01,54.0,100.2,0.53,128,148,44.7,88.1,61.4,71.0,0,0,0,0,0,0,0,1803.8,none,5,510,10,1,25.3
1.71,3.42,1.45,3.19,2.01,3.91,1.05,0.93,46.9,75.8,172.7,7.76,54.7,99.6,0.53,124,138,45.5,88.1,59.0,69.0,0,0,0,0,0,0,0,1816.0,none,5,511,11,1,25.1
1.77,3.46,1.55,3.02,2.06,3.93,1.02,0.91,49.3,73.9,169.0,8.73,55.7,100.2,0.48,122,122,47.4,88.1,56.5,68.8,0,0,0,0,0,0,0,1960.0,none,5,512,12,1,24.9
1.74,3.44,1.53,3.08,2.02,4.13,1.03,0.91,45.6,72.7,173.3,8.73,57.9,94.8,0.46,126,132,46.0,88.1,55.7,69.9,0,0,0,0,0,0,0,1999.9,none,5,513,13,1,25.0
1.69,3.27,1.61,2.82,2.01,4.2,1.04,0.91,50.3,73.8,171.5,8.06,54.0,99.9,0.48,125,140,47.7,88.1,61.0,71.3,0,0,0,0,0,0,0,1819.6,none,5,514,14,1,25.2
1.71,3.41,1.58,2.78,2.08,4.23,1.05,0.93,47.5,75.4,180.7,8.0,52.9,100.8,0.46,113,133,45.8,88.1,56.5,68.9,0,0,0,0,0,0,0,1994.1,none,5,515,15,1,24.9
1.53,3.27,1.44,3.03,1.9,3.99,0.9,0.99,50.4,71.6,169.5,8.45,54.8,94.4,0.5,130,131,45.9,88.1,58.6,68.7,0,0,0,0,0,0,0,1922.7,none,4,516,16,1,24.7
1.76,3.31,1.5,3.0,1.97,3.84,0.84,0.96,50.2,70.6,177.5,7.8,53.6,95.9,0.55,124,143,45.1,88.1,56.1,67.3,0,0,0,0,0,0,0,1858.8,none,4,517,17,1,24.8
1.66,3.37,1.51,2.98,1.9,3.91,0.92,1.08,49.5,72.2,177.4,8.26,52.2,95.2,0.45,127,144,47.3,88.1,57.7,68.3,0,0,0,0,0,0,0,1829.6,none,4,518,18,1,24.9
1.71,3.43,1.42,2.79,1.91,3.85,0.89,0.97,49.7,74.4,179.0,7.83,53.7,98.2,0.49,134,138,45.4,88.1,60.5,71.5,0,0,0,0,0,0,0,1887.3,none,4,519,19,1,25.2
1.69,3.3,1.43,3.08,1.8,3.87,0.84,0.96,49.0,70.8,168.2,8.89,53.0,97.0,0.51,118,144,45.1,88.1,60.5,68.3,0,0,0,0,0,0,0,1934.8,none,4,520,20,1,25.2
1.71,3.33,1.54,2.97,1.97,3.9,0.91,0.98,47.8,70.3,168.4,8.14,52.5,98.7,0.5,130,137,46.5,88.1,60.6,69.4,0,0,0,0,0,0,0,1979.0,none,4,521,21,1,25.3
1.62,3.27,1.48,3.1,1.99,3.68,0.91,1.03,47.9,71.3,173.1,8.18,53.9,100.2,0.47,131,139,44.8,88.1,57.9,70.5,0,0,0,0,0,0,0,1832.1,none,4,522,22,1,25.4
1.65,3.44,1.63,3.12,1.95,4.04,0.87,0.98,46.9,70.0,186.0,8.23,52.9,99.6,0.51,120,147,46.2,88.1,58.9,70.2,0,0,0,0,0,0,0,1803.0,none,4,523,23,1,25.6
1.72,3.46,1.41,2.91,1.9,3.94,0.92,0.97,45.6,77.6,179.3,7.09,53.5,97.6,0.54,129,149,46.0,88.1,59.5,70.4,0,0,0,0,0,0,0,1835.4,none,4,524,24,1,25.5
1.63,3.27,1.48,3.06,1.88,4.04,0.87,0.97,46.9,71.9,171.2,7.7,54.3,97.1,0.52,126,136,45.6,88.1,57.2,66.4,0,0,0,0,0,0,0,1941.7,none,4,525,25,1,25.4
1.66,3.22,1.54,3.0,1.9,3.73,0.9,1.0,46.3,73.9,181.6,7.96,53.8,99.3,0.52,120,145,44.8,88.1,59.7,69.0,0,0,0,0,0,0,0,1802.6,none,4,526,26,1,25.6
1.6,3.49,1.48,2.99,1.94,3.96,0.89,0.99,49.1,73.8,178.6,7.22,53.3,96.4,0.51,122,137,46.2,88.1,61.4,71.8,0,0,0,0,0,0,0,1888.4,none,4,527,27,1,25.5
1.61,3.43,1.44,2.91,1.91,3.96,0.94,0.99,46.4,70.0,170.2,7.79,55.4,96.5,0.48,128,157,45.1,88.1,59.5,68.2,0,0,0,0,0,0,0,1828.6,none,4,528,28,1,25.2
1.69,3.46,1.54,3.03,1.96,3.83,0.92,0.99,48.2,76.0,168.9,8.24,52.4,99.7,0.48,126,138,46.0,88.1,59.7,67.8,0,0,0,0,0,0,0,1828.9,none,4,529,29,1,25.3
1.69,3.22,1.56,2.95,2.0,4.17,0.9,0.96,46.0,69.6,177.4,8.28,55.3,99.1,0.55,129,130,45.7,88.1,56.9,69.7,0,0,0,0,0,0,0,1973.3,none,4,530,30,1,25.1
1.73,3.48,1.51,3.03,1.99,3.93,0.89,0.99,46.6,76.5,181.9,8.71,56.3,97.8,0.53,134,150,44.2,88.1,60.7,69.8,0,0,0,0,0,0,0,1827.4,none,4,531,31,1,25.1
1.79,3.39,1.52,3.05,1.97,3.91,0.94,0.97,46.0,78.7,182.0,9.2,54.1,93.6,0.52,143,139,46.9,88.1,57.4,67.5,0,0,0,0,0,0,0,1822.6,none,4,532,32,1,25.2
1.71,3.38,1.48,3.04,1.88,4.0,0.91,0.99,48.2,75.6,168.7,8.91,56.1,96.1,0.46,134,148,44.7,88.1,61.7,70.6,0,0,0,0,0,0,0,1887.0,none,4,533,33,1,25.5
1.68,3.39,1.56,3.11,1.92,4.03,0.9,0.99,46.5,73.5,169.2,8.71,55.0,101.0,0.5,129,134,45.7,88.1,61.3,71.3,0,0,0,0,0,0,0,1857.2,none,4,534,34,1,25.7
1.74,3.34,1.46,3.04,1.93,3.94,0.93,1.0,48.0,73.0,179.1,7.59,55.1,100.4,0.49,130,128,46.1,88.1,57.7,70.0,0,0,0,0,0,0,0,1820.5,none,4,535,35,1,25.5
1.66,3.4,1.66,3.01,1.89,3.87,0.91,0.98,47.9,74.0,177.1,8.21,52.8,97.0,0.51,128,135,46.9,88.1,59.3,68.3,0,0,0,0,0,0,0,1941.1,none,4,536,36,1,25.3
1.67,3.57,1.56,2.97,1.97,4.0,0.85,0.99,48.3,72.7,183.4,7.78,54.0,93.6,0.52,129,151,45.3,88.1,58.4,70.6,0,0,0,0,0,0,0,1844.4,none,4,537,37,1,25.4
1.64,3.45,1.53,3.11,1.96,3.94,0.93,0.99,49.5,72.8,177.9,7.61,53.7,99.3,0.52,136,155,46.0,88.1,54.3,69.1,0,0,0,0,0,0,0,1938.7,none,4,538,38,1,25.4
1.71,3.34,1.6,3.15,1.93,3.83,0.92,1.01,49.9,71.0,175.0,9.09,56.7,96.1,0.53,124,137,46.3,88.1,59.1,70.9,0,0,0,0,0,0,0,1879.8,none,4,539,39,1,25.7
1.72,3.32,1.64,3.24,2.05,4.01,0.95,1.0,48.9,69.7,179.8,7.56,54.1,100.6,0.52,128,142,46.4,88.1,56.9,71.8,0,0,0,0,0,0,0,1866.9,none,4,540,40,1,25.9
1.68,3.23,1.59,3.12,1.94,4.19,0.92,0.99,49.7,76.1,182.1,8.29,53.7,95.9,0.47,136,141,46.0,88.1,57.3,72.3,0,0,0,0,0,0,0,1994.1,none,4,541,41,1,25.8
1.73,3.47,1.63,3.16,1.95,4.19,0.91,0.99,46.9,72.8,183.1,8.12,52.3,90.7,0.54,135,144,44.8,88.1,54.5,68.4,0,0,0,0,0,0,0,1875.4,none,4,542,42,1,26.0
1.74,3.46,1.48,2.97,1.9,4.23,0.96,1.0,50.0,69.4,172.3,8.81,54.5,97.2,0.52,133,134,45.6,88.1,59.2,71.3,0,0,0,0,0,0,0,1964.8,none,4,543,43,1,26.3
1.73,3.27,1.63,3.0,2.01,4.36,0.93,0.99,50.4,70.0,183.9,7.49,55.6,98.0,0.5,126,138,46.3,88.1,54.1,71.4,0,0,0,0,0,0,0,1996.3,none,4,544,44,1,26.1
1.77,3.55,1.48,3.28,1.94,3.86,0.95,0.99,48.4,73.5,181.0,8.56,56.2,98.2,0.49,136,145,44.6,88.0,57.2,71.2,0,0,0,0,0,0,0,1938.0,none,4,545,45,1,26.0
